"","set_num","name","year","theme","themeGroup","subtheme","weight","parts","size","boxSize","minifigs","instructionsCount","packagingType","availability","wantedByTotal","avgSellPrice","offersByTotal","USRetailPrice","profit","profitability","age"
"2828","7721-1","Combat Crawler X2",2007,"Exo-Force","Action/Adventure","Golden City",1133,581,"38.1 x 38.1 x 6.67 cm",9682.2387,3,4,"Box","{Not specified}",712,89.78,1,49.99,39.79,79.6,11
"2829","76015-1","Doc Ock Truck Heist",2014,"Marvel Super Heroes","Licensed","Ultimate Spider-Man",370,237,"26.2 x 19.1 x 6.1 cm",3052.562,3,2,"Box","Retail",1534,26.81,47,19.99,6.82,34.12,4
"2830","75016-1","Homing Spider Droid",2013,"Star Wars","Licensed","Episode II",386,295,"35.4 x 19.1 x 5.9 cm",3989.226,4,1,"Box","{Not specified}",2153,38.02,37,29.99,8.03,26.78,5
"2831","75091-1","Flash Speeder",2015,"Star Wars","Licensed","Episode I",430,312,"35 x 18.8 x 5.7 cm",3750.6,5,2,"Box","Retail",1573,25.86,144,29.99,-4.13,-13.77,3
"2832","7622-1","Race for the Stolen Treasure",2008,"Indiana Jones","Licensed","Raiders of the Lost Ark",523,272,"38.5 x 28.5 x 4.6 cm",5047.35,4,1,"Box","Retail",2395,122.81,23,29.99,92.82,309.5,10
"2833","75880-1","McLaren 720S",2017,"Speed Champions","Licensed","McLaren",218,161,"19 x 13.9 x 6 cm",1584.6,1,2,"Box","Retail",959,15.78,68,14.99,0.789999999999999,5.27,1
"2834","7722-1","Steam Cargo Train Set",1985,"Trains","Modern day","4.5/12 V",1515,495,"49 x 25 x 8 cm",9800,3,0,"Box","Retail",439,748.96,4,68.5,680.46,993.37,33
"2835","70752-1","Jungle Trap",2015,"Ninjago","Action/Adventure","Tournament of Elements",80,58,"14 x 12 x 4.5 cm",756,2,2,"Box","Retail",471,11.37,14,6.99,4.38,62.66,3
"2836","76016-1","Spider-Helicopter Rescue",2014,"Marvel Super Heroes","Licensed","Ultimate Spider-Man",600,299,"38.2 x 26.2 x 5.6 cm",5604.704,4,4,"Box","Retail",1397,32.66,109,44.99,-12.33,-27.41,4
"2837","75017-1","Duel on Geonosis",2013,"Star Wars","Licensed","Episode II",595,391,"38.2 x 26.2 x 5.7 cm",5704.788,4,2,"Box","{Not specified}",2433,56.99,54,39.99,17,42.51,5
"2838","7623-1","Temple Escape",2008,"Indiana Jones","Licensed","Raiders of the Lost Ark",1224,554,"57.1 x 28.6 x 7 cm",11431.42,6,2,"Box","Retail",2379,223.75,14,59.99,163.76,272.98,10
"2839","75092-1","Naboo Starfighter",2015,"Star Wars","Licensed","Episode I",700,442,"38.1 x 26 x 5.4 cm",5349.24,9,2,"Box","Retail",2323,53.35,80,49.99,3.36,6.72,3
"2840","75881-1","2016 Ford GT & 1966 Ford GT40",2017,"Speed Champions","Licensed","Ford",482,366,"34.9 x 18.9 x 5.7 cm",3759.777,3,6,"Box","Retail",1160,33.34,58,29.99,3.35,11.17,1
"2841","70753-1","Lava Falls",2015,"Ninjago","Action/Adventure","Tournament of Elements",142,94,"15.5 x 14 x 4.5 cm",976.5,2,2,"Box","Retail",531,12.56,11,7.99,4.57,57.2,3
"2842","7723-1","Police Pontoon Plane",2008,"City","Modern day","Police",795,215,"47.7 x 28.6 x 9.4 cm",12823.668,1,2,"Box","Retail",1578,75,14,39.99,35.01,87.55,10
"2843","75018-1","JEK-14's Stealth Starfighter",2013,"Star Wars","Licensed","Original Content",956,550,"48 x 28.2 x 6.1 cm",8256.96,4,3,"Box","{Not specified}",2535,92.88,46,69.99,22.89,32.7,5
"2844","76017-1","Avengers: Captain America vs. Hydra",2014,"Marvel Super Heroes","Licensed","Avengers Assemble",372,172,"26.2 x 19.1 x 6.1 cm",3052.562,3,2,"Box","Retail",1426,25.38,52,19.99,5.39,26.96,4
"2845","7624-1","Jungle Duel",2008,"Indiana Jones","Licensed","Kingdom of the Crystal Skull",125.8,90,"23.8 x 14.3 x 4.8 cm",1633.632,3,1,"Box","Retail",1687,53.16,20,9.99,43.17,432.13,10
"2846","75093-1","Death Star Final Duel",2015,"Star Wars","Licensed","Episode VI",1198,724,"48 x 28 x 7.3 cm",9811.2,5,2,"Box","Retail",3515,86.47,87,79.99,6.48,8.1,3
"2847","75882-1","Ferrari FXX K & Development Center",2017,"Speed Champions","Licensed","Ferrari",778,494,"38 x 25.9 x 6.8 cm",6692.56,4,6,"Box","Retail",981,51.03,40,49.99,1.04,2.08,1
"2848","70754-1","ElectroMech",2015,"Ninjago","Action/Adventure","Tournament of Elements",224,153,"26 x 14 x 4.5 cm",1638,2,2,"Box","Retail",603,29.94,6,14.99,14.95,99.73,3
"2849","7724-1","City Advent Calendar",2008,"City","Modern day","Seasonal",417,196,"38.1 x 28.6 x 7 cm",7627.62,10,0,"Box","Retail - limited",788,34.11,11,29.99,4.12,13.74,10
"2850","7179-1","Bulk and Vapour",2010,"HERO Factory","Constraction","no subtheme",378,89,"28 x 26 x 6 cm",4368,0,1,"{Not specified}","{Not specified}",437,36.33,5,24.99,11.34,45.38,8
"2851","75019-1","AT-TE",2013,"Star Wars","Licensed","Episode II",1339,794,"53.5 x 28.6 x 7.8 cm",11934.78,5,4,"Box","{Not specified}",3412,136.4,51,89.99,46.41,51.57,5
"2852","7625-1","River Chase",2008,"Indiana Jones","Licensed","Kingdom of the Crystal Skull",421.8,234,"28.9 x 28.9 x 4.8 cm",4009.008,4,1,"Box","Retail",1674,81.87,20,19.99,61.88,309.55,10
"2853","75094-1","Imperial Shuttle Tydirium",2015,"Star Wars","Licensed","Episode VI",1432,937,"37.3 x 35 x 9.1 cm",11880.05,5,4,"Box","Retail",3742,103.66,160,99.99,3.67,3.67,3
"2854","76018-1","Avengers: Hulk Lab Smash",2014,"Marvel Super Heroes","Licensed","Avengers Assemble",833,398,"38.2 x 26.2 x 7.1 cm",7105.964,5,4,"Box","Retail",1751,42.66,98,49.99,-7.33000000000001,-14.66,4
"2855","75883-1","Mercedes AMG Petronas Formula One Team",2017,"Speed Champions","Licensed","Mercedes",1473,941,"53.6 x 27.8 x 8.7 cm",12963.696,8,2,"Box","Retail",1029,94.59,41,99.99,-5.39999999999999,-5.4,1
"2856","70755-1","Jungle Raider",2015,"Ninjago","Action/Adventure","Tournament of Elements",332,188,"26 x 19 x 6 cm",2964,2,2,"Box","Retail",496,22.29,5,19.99,2.3,11.51,3
"2857","7305-1","Scarab Attack",2011,"Pharaoh's Quest","Historical","no subtheme",52,44,"12 x 9 x 4.4 cm",475.2,1,2,"Box","{Not specified}",886,7.46,29,4.99,2.47,49.5,7
"2858","7180-1","B-wing at Rebel Control Center",2000,"Star Wars","Licensed","Episode VI",633,338,"28.7 x 28.7 x 5.8 cm",4777.402,3,1,"Box","Retail",1838,65.18,13,30,35.18,117.27,18
"2859","75020-1","Jabba's Sail Barge",2013,"Star Wars","Licensed","Episode VI",1587,850,"48 x 37.8 x 7.1 cm",12882.24,6,4,"Box","{Not specified}",4406,127.89,122,119.99,7.90000000000001,6.58,5
"2860","7626-1","Jungle Cutter",2008,"Indiana Jones","Licensed","Kingdom of the Crystal Skull",760,511,"43.3 x 28.5 x 7 cm",8638.35,4,1,"Box","Retail",1778,98.43,34,39.99,58.44,146.14,10
"2861","75095-1","TIE Fighter",2015,"Star Wars","Licensed","Ultimate Collector Series",2804,1685,"57.5 x 47.8 x 9 cm",24736.5,1,2,"Box","LEGO exclusive",3809,194.37,196,199.99,-5.62,-2.81,3
"2862","76019-1","Starblaster Showdown",2014,"Marvel Super Heroes","Licensed","Guardians of the Galaxy",314.2,196,"26 x 18.7 x 4.4 cm",2139.28,3,2,"Box","Retail",1613,23.77,65,19.99,3.78,18.91,4
"2863","70756-1","Dojo Showdown",2015,"Ninjago","Action/Adventure","Tournament of Elements",342,215,"26 x 19 x 5.8 cm",2865.2,4,2,"Box","Retail",788,38.63,13,24.99,13.64,54.58,3
"2864","7306-1","Golden Staff Guardians",2011,"Pharaoh's Quest","Historical","no subtheme",114,70,"19 x 14 x 4.7 cm",1250.2,3,2,"Box","Retail",1058,19.24,31,9.99,9.25,92.59,7
"2865","7181-1","TIE Interceptor",2000,"Star Wars","Licensed","Ultimate Collector Series",1551,703,"53.4 x 43 x 6.8 cm",15614.16,0,1,"Box","{Not specified}",4538,499.44,10,100,399.44,399.44,18
"2866","7627-1","Temple of the Crystal Skull",2008,"Indiana Jones","Licensed","Kingdom of the Crystal Skull",1911.8,929,"57 x 38 x 9.5 cm",20577,10,2,"Box","Retail",2180,171.1,14,79.99,91.11,113.9,10
"2867","75096-1","Sith Infiltrator",2015,"Star Wars","Licensed","Episode I",1310,662,"53.7 x 28 x 7.7 cm",11577.72,8,2,"Box","Retail",2330,77.06,113,89.99,-12.93,-14.37,3
"2868","75021-1","Republic Gunship",2013,"Star Wars","Licensed","Episode II",2068,1175,"48 x 37.8 x 9.4 cm",17055.36,7,4,"Box","{Not specified}",4591,219.96,38,119.99,99.97,83.32,5
"2869","70778-1","Protector of Jungle",2015,"Bionicle","Constraction","Companions",135,64,"14 x 19 x 5 cm",1330,0,2,"Box","Retail",303,21,5,9.99,11.01,110.21,3
"2870","7307-1","Flying Mummy Attack",2011,"Pharaoh's Quest","Historical","no subtheme",319.7,125,"28 x 26 x 4.4 cm",3203.2,3,2,"Box","{Not specified}",1225,35.74,23,19.99,15.75,78.79,7
"2871","7184-1","Trade Federation MTT",2000,"Star Wars","Licensed","Episode I",1038,470,"38.4 x 28.6 x 7 cm",7687.68,7,2,"Box","Retail",2212,171.09,13,50,121.09,242.18,18
"2872","75097-1","Star Wars Advent Calendar",2015,"Star Wars","Licensed","Seasonal",404,292,"38 x 26 x 7 cm",6916,9,0,"Box","Retail - limited",1270,38.88,94,39.99,-1.11,-2.78,3
"2873","7628-1","Peril in Peru",2008,"Indiana Jones","Licensed","Kingdom of the Crystal Skull",1028,625,"48 x 28.5 x 7 cm",9576,6,2,"Box","Retail",2231,123.74,20,49.99,73.75,147.53,10
"2874","75022-1","Mandalorian Speeder",2013,"Star Wars","Licensed","The Clone Wars",325,211,"26.2 x 19.1 x 6.1 cm",3052.562,3,2,"Box","{Not specified}",2504,43.73,35,24.99,18.74,74.99,5
